,Unnamed: 0,drug_a_name,drug_b_name,cell_line,synergy,fold
4642,DEXAMETHASONE_DASATINIB_CAOV3,DEXAMETHASONE,DASATINIB,CAOV3,52.0815108828,3
4643,DEXAMETHASONE_DASATINIB_COLO320DM,DEXAMETHASONE,DASATINIB,COLO320DM,0.1680701462,2
4644,DEXAMETHASONE_DASATINIB_DLD1,DEXAMETHASONE,DASATINIB,DLD1,6.0358338822,3
4645,DEXAMETHASONE_DASATINIB_EFM192B,DEXAMETHASONE,DASATINIB,EFM192B,-5.28929159,2
4646,DEXAMETHASONE_DASATINIB_ES2,DEXAMETHASONE,DASATINIB,ES2,-27.4350113437,1
4647,DEXAMETHASONE_DASATINIB_HCT116,DEXAMETHASONE,DASATINIB,HCT116,-46.1942411274,3
4648,DEXAMETHASONE_DASATINIB_HT144,DEXAMETHASONE,DASATINIB,HT144,-35.9811598222,1
4649,DEXAMETHASONE_DASATINIB_HT29,DEXAMETHASONE,DASATINIB,HT29,9.2435329703,2
4650,DEXAMETHASONE_DASATINIB_KPL1,DEXAMETHASONE,DASATINIB,KPL1,49.2982281109,0
4651,DEXAMETHASONE_DASATINIB_LNCAP,DEXAMETHASONE,DASATINIB,LNCAP,-22.0247509191,2
4652,DEXAMETHASONE_DASATINIB_LOVO,DEXAMETHASONE,DASATINIB,LOVO,61.0139992683,3
4653,DEXAMETHASONE_DASATINIB_MDAMB436,DEXAMETHASONE,DASATINIB,MDAMB436,-5.9039606265,3
4654,DEXAMETHASONE_DASATINIB_MSTO,DEXAMETHASONE,DASATINIB,MSTO,41.6860252137,1
4655,DEXAMETHASONE_DASATINIB_NCIH1650,DEXAMETHASONE,DASATINIB,NCIH1650,18.3592345258,2
4656,DEXAMETHASONE_DASATINIB_NCIH2122,DEXAMETHASONE,DASATINIB,NCIH2122,60.5203378353,1
4657,DEXAMETHASONE_DASATINIB_NCIH23,DEXAMETHASONE,DASATINIB,NCIH23,3.0839119445,2
4658,DEXAMETHASONE_DASATINIB_NCIH460,DEXAMETHASONE,DASATINIB,NCIH460,-13.6086709571,2
4659,DEXAMETHASONE_DASATINIB_NCIH520,DEXAMETHASONE,DASATINIB,NCIH520,28.4152100697,0
4660,DEXAMETHASONE_DASATINIB_OCUBM,DEXAMETHASONE,DASATINIB,OCUBM,26.4539157237,1
4661,DEXAMETHASONE_DASATINIB_OV90,DEXAMETHASONE,DASATINIB,OV90,-14.0013049619,0
4662,DEXAMETHASONE_DASATINIB_OVCAR3,DEXAMETHASONE,DASATINIB,OVCAR3,47.9504113076,1
4663,DEXAMETHASONE_DASATINIB_PA1,DEXAMETHASONE,DASATINIB,PA1,5.0818888177,0
4664,DEXAMETHASONE_DASATINIB_RKO,DEXAMETHASONE,DASATINIB,RKO,1.7880860559,2
4665,DEXAMETHASONE_DASATINIB_RPMI7951,DEXAMETHASONE,DASATINIB,RPMI7951,-23.3016585736,2
4666,DEXAMETHASONE_DASATINIB_SKMEL30,DEXAMETHASONE,DASATINIB,SKMEL30,-15.5409231049,2
4667,DEXAMETHASONE_DASATINIB_SKMES1,DEXAMETHASONE,DASATINIB,SKMES1,59.0760112702,2
4668,DEXAMETHASONE_DASATINIB_SKOV3,DEXAMETHASONE,DASATINIB,SKOV3,32.5124520974,4
4669,DEXAMETHASONE_DASATINIB_SW620,DEXAMETHASONE,DASATINIB,SW620,7.398222743,0
4670,DEXAMETHASONE_DASATINIB_SW837,DEXAMETHASONE,DASATINIB,SW837,8.4494427209,2
4671,DEXAMETHASONE_DASATINIB_T47D,DEXAMETHASONE,DASATINIB,T47D,-56.408685099,3
4672,DEXAMETHASONE_DASATINIB_UACC62,DEXAMETHASONE,DASATINIB,UACC62,-2.4824508663,1
4673,DEXAMETHASONE_DASATINIB_UWB1289BRCA1,DEXAMETHASONE,DASATINIB,UWB1289BRCA1,1.7366851206,0
4674,DEXAMETHASONE_DASATINIB_UWB1289,DEXAMETHASONE,DASATINIB,UWB1289,0.2062596177,3
4675,DEXAMETHASONE_DASATINIB_VCAP,DEXAMETHASONE,DASATINIB,VCAP,-24.4917144191,0
4676,DEXAMETHASONE_DASATINIB_ZR751,DEXAMETHASONE,DASATINIB,ZR751,0.9221920981,3
4716,DEXAMETHASONE_ERLOTINIB_A2058,DEXAMETHASONE,ERLOTINIB,A2058,-18.8279417049,4
4717,DEXAMETHASONE_ERLOTINIB_A2780,DEXAMETHASONE,ERLOTINIB,A2780,-4.1001591342,0
4718,DEXAMETHASONE_ERLOTINIB_A375,DEXAMETHASONE,ERLOTINIB,A375,-1.7708371853,0
4719,DEXAMETHASONE_ERLOTINIB_A427,DEXAMETHASONE,ERLOTINIB,A427,-6.810845523,0
4720,DEXAMETHASONE_ERLOTINIB_CAOV3,DEXAMETHASONE,ERLOTINIB,CAOV3,42.9574310367,4
4721,DEXAMETHASONE_ERLOTINIB_COLO320DM,DEXAMETHASONE,ERLOTINIB,COLO320DM,0.3574509942,2
4722,DEXAMETHASONE_ERLOTINIB_DLD1,DEXAMETHASONE,ERLOTINIB,DLD1,6.355137572,0
4723,DEXAMETHASONE_ERLOTINIB_EFM192B,DEXAMETHASONE,ERLOTINIB,EFM192B,-27.893246567,4
4724,DEXAMETHASONE_ERLOTINIB_ES2,DEXAMETHASONE,ERLOTINIB,ES2,-19.2105269144,4
4725,DEXAMETHASONE_ERLOTINIB_HCT116,DEXAMETHASONE,ERLOTINIB,HCT116,-4.7460290214,0
4726,DEXAMETHASONE_ERLOTINIB_HT144,DEXAMETHASONE,ERLOTINIB,HT144,-21.4270670835,1
4727,DEXAMETHASONE_ERLOTINIB_HT29,DEXAMETHASONE,ERLOTINIB,HT29,4.1270372295,3
4728,DEXAMETHASONE_ERLOTINIB_KPL1,DEXAMETHASONE,ERLOTINIB,KPL1,13.3138635909,1
4729,DEXAMETHASONE_ERLOTINIB_LNCAP,DEXAMETHASONE,ERLOTINIB,LNCAP,-21.6613771634,4
4730,DEXAMETHASONE_ERLOTINIB_LOVO,DEXAMETHASONE,ERLOTINIB,LOVO,18.4963780273,2
4731,DEXAMETHASONE_ERLOTINIB_MDAMB436,DEXAMETHASONE,ERLOTINIB,MDAMB436,-7.7297844741,0
4732,DEXAMETHASONE_ERLOTINIB_MSTO,DEXAMETHASONE,ERLOTINIB,MSTO,-61.2246172889,1
4733,DEXAMETHASONE_ERLOTINIB_NCIH1650,DEXAMETHASONE,ERLOTINIB,NCIH1650,33.094422312,4
4734,DEXAMETHASONE_ERLOTINIB_NCIH2122,DEXAMETHASONE,ERLOTINIB,NCIH2122,52.718294562,4
4735,DEXAMETHASONE_ERLOTINIB_NCIH23,DEXAMETHASONE,ERLOTINIB,NCIH23,-1.8241671119,4
4736,DEXAMETHASONE_ERLOTINIB_NCIH460,DEXAMETHASONE,ERLOTINIB,NCIH460,-8.7839139286,0
4737,DEXAMETHASONE_ERLOTINIB_NCIH520,DEXAMETHASONE,ERLOTINIB,NCIH520,-0.1614427621,2
4738,DEXAMETHASONE_ERLOTINIB_OCUBM,DEXAMETHASONE,ERLOTINIB,OCUBM,8.0125158081,0
4739,DEXAMETHASONE_ERLOTINIB_OV90,DEXAMETHASONE,ERLOTINIB,OV90,-14.4366228593,1
4740,DEXAMETHASONE_ERLOTINIB_OVCAR3,DEXAMETHASONE,ERLOTINIB,OVCAR3,10.9285479051,2
4741,DEXAMETHASONE_ERLOTINIB_PA1,DEXAMETHASONE,ERLOTINIB,PA1,5.8589780353,3
4742,DEXAMETHASONE_ERLOTINIB_RKO,DEXAMETHASONE,ERLOTINIB,RKO,-12.1036628041,3
4743,DEXAMETHASONE_ERLOTINIB_RPMI7951,DEXAMETHASONE,ERLOTINIB,RPMI7951,-32.2826921311,1
4744,DEXAMETHASONE_ERLOTINIB_SKMEL30,DEXAMETHASONE,ERLOTINIB,SKMEL30,-2.8817671606,0
4745,DEXAMETHASONE_ERLOTINIB_SKMES1,DEXAMETHASONE,ERLOTINIB,SKMES1,10.6860991007,3
4746,DEXAMETHASONE_ERLOTINIB_SKOV3,DEXAMETHASONE,ERLOTINIB,SKOV3,37.6790228812,2
4747,DEXAMETHASONE_ERLOTINIB_SW620,DEXAMETHASONE,ERLOTINIB,SW620,-7.4736780422,1
4748,DEXAMETHASONE_ERLOTINIB_SW837,DEXAMETHASONE,ERLOTINIB,SW837,15.5693132589,1
4749,DEXAMETHASONE_ERLOTINIB_T47D,DEXAMETHASONE,ERLOTINIB,T47D,-22.5025227905,2
4750,DEXAMETHASONE_ERLOTINIB_UACC62,DEXAMETHASONE,ERLOTINIB,UACC62,-6.9191867407,3
4751,DEXAMETHASONE_ERLOTINIB_UWB1289BRCA1,DEXAMETHASONE,ERLOTINIB,UWB1289BRCA1,6.1117692037,2
4752,DEXAMETHASONE_ERLOTINIB_UWB1289,DEXAMETHASONE,ERLOTINIB,UWB1289,17.1370634408,4
4753,DEXAMETHASONE_ERLOTINIB_VCAP,DEXAMETHASONE,ERLOTINIB,VCAP,-14.6493246554,3
4754,DEXAMETHASONE_ERLOTINIB_ZR751,DEXAMETHASONE,ERLOTINIB,ZR751,29.720837618,3
4833,DEXAMETHASONE_LAPATINIB_A2058,DEXAMETHASONE,LAPATINIB,A2058,-16.2370825318,2
4834,DEXAMETHASONE_LAPATINIB_A2780,DEXAMETHASONE,LAPATINIB,A2780,0.3675227374,4
4835,DEXAMETHASONE_LAPATINIB_A375,DEXAMETHASONE,LAPATINIB,A375,-5.107578959,2
4836,DEXAMETHASONE_LAPATINIB_A427,DEXAMETHASONE,LAPATINIB,A427,-10.154452481,1
4837,DEXAMETHASONE_LAPATINIB_CAOV3,DEXAMETHASONE,LAPATINIB,CAOV3,50.7820820367,0
4838,DEXAMETHASONE_LAPATINIB_COLO320DM,DEXAMETHASONE,LAPATINIB,COLO320DM,4.6843523379,2
4839,DEXAMETHASONE_LAPATINIB_DLD1,DEXAMETHASONE,LAPATINIB,DLD1,6.431139018,3
4840,DEXAMETHASONE_LAPATINIB_EFM192B,DEXAMETHASONE,LAPATINIB,EFM192B,-43.3588680503,0
4841,DEXAMETHASONE_LAPATINIB_ES2,DEXAMETHASONE,LAPATINIB,ES2,-22.3139634302,1
4842,DEXAMETHASONE_LAPATINIB_HCT116,DEXAMETHASONE,LAPATINIB,HCT116,-1.5980417639,0
4843,DEXAMETHASONE_LAPATINIB_HT144,DEXAMETHASONE,LAPATINIB,HT144,-18.7671907707,0
4844,DEXAMETHASONE_LAPATINIB_HT29,DEXAMETHASONE,LAPATINIB,HT29,11.8695525258,0
4845,DEXAMETHASONE_LAPATINIB_KPL1,DEXAMETHASONE,LAPATINIB,KPL1,8.3199613347,4
4846,DEXAMETHASONE_LAPATINIB_LNCAP,DEXAMETHASONE,LAPATINIB,LNCAP,-15.4149428877,4
4847,DEXAMETHASONE_LAPATINIB_LOVO,DEXAMETHASONE,LAPATINIB,LOVO,28.1185504669,2
4848,DEXAMETHASONE_LAPATINIB_MDAMB436,DEXAMETHASONE,LAPATINIB,MDAMB436,-9.5431244941,1
4849,DEXAMETHASONE_LAPATINIB_MSTO,DEXAMETHASONE,LAPATINIB,MSTO,-17.5487448786,0
4850,DEXAMETHASONE_LAPATINIB_NCIH1650,DEXAMETHASONE,LAPATINIB,NCIH1650,29.0879875476,1
4851,DEXAMETHASONE_LAPATINIB_NCIH2122,DEXAMETHASONE,LAPATINIB,NCIH2122,32.6939190724,4
4852,DEXAMETHASONE_LAPATINIB_NCIH23,DEXAMETHASONE,LAPATINIB,NCIH23,5.8710821113,2
4853,DEXAMETHASONE_LAPATINIB_NCIH460,DEXAMETHASONE,LAPATINIB,NCIH460,-16.7553323885,3
4854,DEXAMETHASONE_LAPATINIB_NCIH520,DEXAMETHASONE,LAPATINIB,NCIH520,3.7794153876,2
4855,DEXAMETHASONE_LAPATINIB_OCUBM,DEXAMETHASONE,LAPATINIB,OCUBM,-6.9867247428,0
4856,DEXAMETHASONE_LAPATINIB_OV90,DEXAMETHASONE,LAPATINIB,OV90,-17.4542069723,3
4857,DEXAMETHASONE_LAPATINIB_OVCAR3,DEXAMETHASONE,LAPATINIB,OVCAR3,14.3406629064,2
4858,DEXAMETHASONE_LAPATINIB_PA1,DEXAMETHASONE,LAPATINIB,PA1,-0.3796009955,0
4859,DEXAMETHASONE_LAPATINIB_RKO,DEXAMETHASONE,LAPATINIB,RKO,-10.018354399,1
4860,DEXAMETHASONE_LAPATINIB_RPMI7951,DEXAMETHASONE,LAPATINIB,RPMI7951,-42.2425370801,1
4861,DEXAMETHASONE_LAPATINIB_SKMEL30,DEXAMETHASONE,LAPATINIB,SKMEL30,-4.6104909628,2
4862,DEXAMETHASONE_LAPATINIB_SKMES1,DEXAMETHASONE,LAPATINIB,SKMES1,15.5642517318,3
4863,DEXAMETHASONE_LAPATINIB_SKOV3,DEXAMETHASONE,LAPATINIB,SKOV3,42.1992456777,1
4864,DEXAMETHASONE_LAPATINIB_SW620,DEXAMETHASONE,LAPATINIB,SW620,-4.6693408087,0
4865,DEXAMETHASONE_LAPATINIB_SW837,DEXAMETHASONE,LAPATINIB,SW837,14.4073826511,2
4866,DEXAMETHASONE_LAPATINIB_T47D,DEXAMETHASONE,LAPATINIB,T47D,-44.2192455697,2
4867,DEXAMETHASONE_LAPATINIB_UACC62,DEXAMETHASONE,LAPATINIB,UACC62,-6.6124257333,1
4868,DEXAMETHASONE_LAPATINIB_UWB1289BRCA1,DEXAMETHASONE,LAPATINIB,UWB1289BRCA1,1.1353692047,1
4869,DEXAMETHASONE_LAPATINIB_UWB1289,DEXAMETHASONE,LAPATINIB,UWB1289,8.6332231834,0
4870,DEXAMETHASONE_LAPATINIB_VCAP,DEXAMETHASONE,LAPATINIB,VCAP,-29.5228056206,0
4871,DEXAMETHASONE_LAPATINIB_ZR751,DEXAMETHASONE,LAPATINIB,ZR751,34.2269623584,4
5106,DEXAMETHASONE_SORAFENIB_A2058,DEXAMETHASONE,SORAFENIB,A2058,11.6190157067,0
5107,DEXAMETHASONE_SORAFENIB_A2780,DEXAMETHASONE,SORAFENIB,A2780,-0.5703148005,0
5108,DEXAMETHASONE_SORAFENIB_A375,DEXAMETHASONE,SORAFENIB,A375,15.8665527335,2
5109,DEXAMETHASONE_SORAFENIB_A427,DEXAMETHASONE,SORAFENIB,A427,5.5084525752,1
5110,DEXAMETHASONE_SORAFENIB_CAOV3,DEXAMETHASONE,SORAFENIB,CAOV3,24.4771437356,2
5111,DEXAMETHASONE_SORAFENIB_COLO320DM,DEXAMETHASONE,SORAFENIB,COLO320DM,2.6458196284,2
5112,DEXAMETHASONE_SORAFENIB_DLD1,DEXAMETHASONE,SORAFENIB,DLD1,14.050088875,0
5113,DEXAMETHASONE_SORAFENIB_EFM192B,DEXAMETHASONE,SORAFENIB,EFM192B,0.3780108692,2
5114,DEXAMETHASONE_SORAFENIB_ES2,DEXAMETHASONE,SORAFENIB,ES2,5.9513908913,2
5115,DEXAMETHASONE_SORAFENIB_HCT116,DEXAMETHASONE,SORAFENIB,HCT116,6.525992777,3
5116,DEXAMETHASONE_SORAFENIB_HT144,DEXAMETHASONE,SORAFENIB,HT144,-0.3547568515,0
5117,DEXAMETHASONE_SORAFENIB_HT29,DEXAMETHASONE,SORAFENIB,HT29,4.2981118368,0
5118,DEXAMETHASONE_SORAFENIB_KPL1,DEXAMETHASONE,SORAFENIB,KPL1,7.1021190683,1
5119,DEXAMETHASONE_SORAFENIB_LNCAP,DEXAMETHASONE,SORAFENIB,LNCAP,-3.477500911,0
5120,DEXAMETHASONE_SORAFENIB_LOVO,DEXAMETHASONE,SORAFENIB,LOVO,5.3805381434,0
5121,DEXAMETHASONE_SORAFENIB_MDAMB436,DEXAMETHASONE,SORAFENIB,MDAMB436,1.852874089,4
5122,DEXAMETHASONE_SORAFENIB_MSTO,DEXAMETHASONE,SORAFENIB,MSTO,-13.2551634037,0
5123,DEXAMETHASONE_SORAFENIB_NCIH1650,DEXAMETHASONE,SORAFENIB,NCIH1650,4.1035915179,4
5124,DEXAMETHASONE_SORAFENIB_NCIH2122,DEXAMETHASONE,SORAFENIB,NCIH2122,3.4442701727,1
5125,DEXAMETHASONE_SORAFENIB_NCIH23,DEXAMETHASONE,SORAFENIB,NCIH23,7.6661840655,1
5126,DEXAMETHASONE_SORAFENIB_NCIH460,DEXAMETHASONE,SORAFENIB,NCIH460,10.8863238852,3
5127,DEXAMETHASONE_SORAFENIB_NCIH520,DEXAMETHASONE,SORAFENIB,NCIH520,10.8017548447,0
5128,DEXAMETHASONE_SORAFENIB_OCUBM,DEXAMETHASONE,SORAFENIB,OCUBM,5.8699263746,0
5129,DEXAMETHASONE_SORAFENIB_OV90,DEXAMETHASONE,SORAFENIB,OV90,2.4475157048,1
5130,DEXAMETHASONE_SORAFENIB_OVCAR3,DEXAMETHASONE,SORAFENIB,OVCAR3,1.8724706355,0
5131,DEXAMETHASONE_SORAFENIB_PA1,DEXAMETHASONE,SORAFENIB,PA1,6.9738032645,2
5132,DEXAMETHASONE_SORAFENIB_RKO,DEXAMETHASONE,SORAFENIB,RKO,4.9565781641,3
5133,DEXAMETHASONE_SORAFENIB_RPMI7951,DEXAMETHASONE,SORAFENIB,RPMI7951,-0.6960066448,4
5134,DEXAMETHASONE_SORAFENIB_SKMEL30,DEXAMETHASONE,SORAFENIB,SKMEL30,8.1582126979,3
5135,DEXAMETHASONE_SORAFENIB_SKMES1,DEXAMETHASONE,SORAFENIB,SKMES1,11.1022415467,4
5136,DEXAMETHASONE_SORAFENIB_SKOV3,DEXAMETHASONE,SORAFENIB,SKOV3,10.1948359784,0
5137,DEXAMETHASONE_SORAFENIB_SW620,DEXAMETHASONE,SORAFENIB,SW620,4.9370390328,0
5138,DEXAMETHASONE_SORAFENIB_SW837,DEXAMETHASONE,SORAFENIB,SW837,0.3770266011,3
5139,DEXAMETHASONE_SORAFENIB_T47D,DEXAMETHASONE,SORAFENIB,T47D,9.2233860175,0
5140,DEXAMETHASONE_SORAFENIB_UACC62,DEXAMETHASONE,SORAFENIB,UACC62,9.7468376441,3
5141,DEXAMETHASONE_SORAFENIB_UWB1289BRCA1,DEXAMETHASONE,SORAFENIB,UWB1289BRCA1,2.1716128136,4
5142,DEXAMETHASONE_SORAFENIB_UWB1289,DEXAMETHASONE,SORAFENIB,UWB1289,6.1457570045,4
5143,DEXAMETHASONE_SORAFENIB_VCAP,DEXAMETHASONE,SORAFENIB,VCAP,-10.3901613336,3
5144,DEXAMETHASONE_SORAFENIB_ZR751,DEXAMETHASONE,SORAFENIB,ZR751,-17.4022848798,4
5145,DEXAMETHASONE_SUNITINIB_A2058,DEXAMETHASONE,SUNITINIB,A2058,9.0265014595,3
5146,DEXAMETHASONE_SUNITINIB_A2780,DEXAMETHASONE,SUNITINIB,A2780,0.654091661,2
5147,DEXAMETHASONE_SUNITINIB_A375,DEXAMETHASONE,SUNITINIB,A375,20.1635710486,3
5148,DEXAMETHASONE_SUNITINIB_A427,DEXAMETHASONE,SUNITINIB,A427,1.461940678,0
5149,DEXAMETHASONE_SUNITINIB_CAOV3,DEXAMETHASONE,SUNITINIB,CAOV3,14.2856606341,3
5150,DEXAMETHASONE_SUNITINIB_COLO320DM,DEXAMETHASONE,SUNITINIB,COLO320DM,9.7377096649,2
5151,DEXAMETHASONE_SUNITINIB_DLD1,DEXAMETHASONE,SUNITINIB,DLD1,12.5136608792,1
5152,DEXAMETHASONE_SUNITINIB_EFM192B,DEXAMETHASONE,SUNITINIB,EFM192B,1.0488895217,1
5153,DEXAMETHASONE_SUNITINIB_ES2,DEXAMETHASONE,SUNITINIB,ES2,4.2004231374,3
5154,DEXAMETHASONE_SUNITINIB_HCT116,DEXAMETHASONE,SUNITINIB,HCT116,7.7228115635,0
5155,DEXAMETHASONE_SUNITINIB_HT144,DEXAMETHASONE,SUNITINIB,HT144,0.8815839076,1
5156,DEXAMETHASONE_SUNITINIB_HT29,DEXAMETHASONE,SUNITINIB,HT29,9.3986034545,4
5157,DEXAMETHASONE_SUNITINIB_KPL1,DEXAMETHASONE,SUNITINIB,KPL1,22.5183178982,2
5158,DEXAMETHASONE_SUNITINIB_LNCAP,DEXAMETHASONE,SUNITINIB,LNCAP,-8.0645568455,3
5159,DEXAMETHASONE_SUNITINIB_LOVO,DEXAMETHASONE,SUNITINIB,LOVO,10.8741811176,1
5160,DEXAMETHASONE_SUNITINIB_MDAMB436,DEXAMETHASONE,SUNITINIB,MDAMB436,3.6136530087,2
5161,DEXAMETHASONE_SUNITINIB_MSTO,DEXAMETHASONE,SUNITINIB,MSTO,15.7633451321,3
5162,DEXAMETHASONE_SUNITINIB_NCIH1650,DEXAMETHASONE,SUNITINIB,NCIH1650,16.6426317203,1
5163,DEXAMETHASONE_SUNITINIB_NCIH2122,DEXAMETHASONE,SUNITINIB,NCIH2122,14.8039617693,4
5164,DEXAMETHASONE_SUNITINIB_NCIH23,DEXAMETHASONE,SUNITINIB,NCIH23,7.6428346226,2
5165,DEXAMETHASONE_SUNITINIB_NCIH460,DEXAMETHASONE,SUNITINIB,NCIH460,6.5385234776,4
5166,DEXAMETHASONE_SUNITINIB_NCIH520,DEXAMETHASONE,SUNITINIB,NCIH520,13.9395734984,1
5167,DEXAMETHASONE_SUNITINIB_OCUBM,DEXAMETHASONE,SUNITINIB,OCUBM,3.9871877432,3
5168,DEXAMETHASONE_SUNITINIB_OV90,DEXAMETHASONE,SUNITINIB,OV90,5.9956436956,2
5169,DEXAMETHASONE_SUNITINIB_OVCAR3,DEXAMETHASONE,SUNITINIB,OVCAR3,22.0663915594,1
5170,DEXAMETHASONE_SUNITINIB_PA1,DEXAMETHASONE,SUNITINIB,PA1,9.1510041786,4
5171,DEXAMETHASONE_SUNITINIB_RKO,DEXAMETHASONE,SUNITINIB,RKO,5.3477463747,2
5172,DEXAMETHASONE_SUNITINIB_RPMI7951,DEXAMETHASONE,SUNITINIB,RPMI7951,-6.8383118075,0
5173,DEXAMETHASONE_SUNITINIB_SKMEL30,DEXAMETHASONE,SUNITINIB,SKMEL30,8.3521678657,1
5174,DEXAMETHASONE_SUNITINIB_SKMES1,DEXAMETHASONE,SUNITINIB,SKMES1,33.9219795105,0
5175,DEXAMETHASONE_SUNITINIB_SKOV3,DEXAMETHASONE,SUNITINIB,SKOV3,27.8423377907,3
5176,DEXAMETHASONE_SUNITINIB_SW620,DEXAMETHASONE,SUNITINIB,SW620,3.7731143493,4
5177,DEXAMETHASONE_SUNITINIB_SW837,DEXAMETHASONE,SUNITINIB,SW837,-1.8579587569,1
5178,DEXAMETHASONE_SUNITINIB_T47D,DEXAMETHASONE,SUNITINIB,T47D,0.6429714008,3
5179,DEXAMETHASONE_SUNITINIB_UACC62,DEXAMETHASONE,SUNITINIB,UACC62,17.2227581924,0
5180,DEXAMETHASONE_SUNITINIB_UWB1289BRCA1,DEXAMETHASONE,SUNITINIB,UWB1289BRCA1,5.9763961878,3
5181,DEXAMETHASONE_SUNITINIB_UWB1289,DEXAMETHASONE,SUNITINIB,UWB1289,5.4382292279,1
5182,DEXAMETHASONE_SUNITINIB_VCAP,DEXAMETHASONE,SUNITINIB,VCAP,3.4046178193,3
5183,DEXAMETHASONE_SUNITINIB_ZR751,DEXAMETHASONE,SUNITINIB,ZR751,8.9443440748,0
5223,DEXAMETHASONE_ZOLINZA_A2058,DEXAMETHASONE,ZOLINZA,A2058,-12.4407141801,0
5224,DEXAMETHASONE_ZOLINZA_A2780,DEXAMETHASONE,ZOLINZA,A2780,5.6599348021,3
5225,DEXAMETHASONE_ZOLINZA_A375,DEXAMETHASONE,ZOLINZA,A375,10.9646867799,0
5226,DEXAMETHASONE_ZOLINZA_A427,DEXAMETHASONE,ZOLINZA,A427,-30.7940974817,4
5227,DEXAMETHASONE_ZOLINZA_CAOV3,DEXAMETHASONE,ZOLINZA,CAOV3,21.1187293732,2
5228,DEXAMETHASONE_ZOLINZA_COLO320DM,DEXAMETHASONE,ZOLINZA,COLO320DM,18.8075162136,1
5229,DEXAMETHASONE_ZOLINZA_DLD1,DEXAMETHASONE,ZOLINZA,DLD1,13.7744314854,3
5230,DEXAMETHASONE_ZOLINZA_EFM192B,DEXAMETHASONE,ZOLINZA,EFM192B,-7.05842228,1
5231,DEXAMETHASONE_ZOLINZA_ES2,DEXAMETHASONE,ZOLINZA,ES2,-3.7401074063,3
5232,DEXAMETHASONE_ZOLINZA_HCT116,DEXAMETHASONE,ZOLINZA,HCT116,3.3455279745,1
5233,DEXAMETHASONE_ZOLINZA_HT144,DEXAMETHASONE,ZOLINZA,HT144,-7.2297927664,2
5234,DEXAMETHASONE_ZOLINZA_HT29,DEXAMETHASONE,ZOLINZA,HT29,14.4365823542,2
5235,DEXAMETHASONE_ZOLINZA_KPL1,DEXAMETHASONE,ZOLINZA,KPL1,4.8801871685,2
5236,DEXAMETHASONE_ZOLINZA_LNCAP,DEXAMETHASONE,ZOLINZA,LNCAP,25.3008594891,0
5237,DEXAMETHASONE_ZOLINZA_LOVO,DEXAMETHASONE,ZOLINZA,LOVO,15.1478223635,0
5238,DEXAMETHASONE_ZOLINZA_MDAMB436,DEXAMETHASONE,ZOLINZA,MDAMB436,1.5869796044,0
5239,DEXAMETHASONE_ZOLINZA_MSTO,DEXAMETHASONE,ZOLINZA,MSTO,-22.6075612397,2
5240,DEXAMETHASONE_ZOLINZA_NCIH1650,DEXAMETHASONE,ZOLINZA,NCIH1650,14.952312395,4
5241,DEXAMETHASONE_ZOLINZA_NCIH2122,DEXAMETHASONE,ZOLINZA,NCIH2122,4.9835866355,1
5242,DEXAMETHASONE_ZOLINZA_NCIH23,DEXAMETHASONE,ZOLINZA,NCIH23,3.3725894084,2
5243,DEXAMETHASONE_ZOLINZA_NCIH460,DEXAMETHASONE,ZOLINZA,NCIH460,6.1190343511,4
5244,DEXAMETHASONE_ZOLINZA_NCIH520,DEXAMETHASONE,ZOLINZA,NCIH520,2.1084578211,3
5245,DEXAMETHASONE_ZOLINZA_OCUBM,DEXAMETHASONE,ZOLINZA,OCUBM,0.7483579046,0
5246,DEXAMETHASONE_ZOLINZA_OV90,DEXAMETHASONE,ZOLINZA,OV90,3.6288387381,3
5247,DEXAMETHASONE_ZOLINZA_OVCAR3,DEXAMETHASONE,ZOLINZA,OVCAR3,41.2040281359,3
5248,DEXAMETHASONE_ZOLINZA_PA1,DEXAMETHASONE,ZOLINZA,PA1,11.4081990343,4
5249,DEXAMETHASONE_ZOLINZA_RKO,DEXAMETHASONE,ZOLINZA,RKO,10.7460812801,1
5250,DEXAMETHASONE_ZOLINZA_RPMI7951,DEXAMETHASONE,ZOLINZA,RPMI7951,-11.6311940047,4
5251,DEXAMETHASONE_ZOLINZA_SKMEL30,DEXAMETHASONE,ZOLINZA,SKMEL30,14.5328120588,4
5252,DEXAMETHASONE_ZOLINZA_SKMES1,DEXAMETHASONE,ZOLINZA,SKMES1,9.3339710429,3
5253,DEXAMETHASONE_ZOLINZA_SKOV3,DEXAMETHASONE,ZOLINZA,SKOV3,9.3807359588,2
5254,DEXAMETHASONE_ZOLINZA_SW620,DEXAMETHASONE,ZOLINZA,SW620,8.6578608775,2
5255,DEXAMETHASONE_ZOLINZA_SW837,DEXAMETHASONE,ZOLINZA,SW837,2.5465486731,0
5256,DEXAMETHASONE_ZOLINZA_T47D,DEXAMETHASONE,ZOLINZA,T47D,-2.0572465009,1
5257,DEXAMETHASONE_ZOLINZA_UACC62,DEXAMETHASONE,ZOLINZA,UACC62,12.2272081112,1
5258,DEXAMETHASONE_ZOLINZA_UWB1289BRCA1,DEXAMETHASONE,ZOLINZA,UWB1289BRCA1,2.0219721278,4
5259,DEXAMETHASONE_ZOLINZA_UWB1289,DEXAMETHASONE,ZOLINZA,UWB1289,2.558751271,3
